InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
I000693,SC2018,Product 43,4,2023-01-29 20:00:00,98.36,38825,France
C000694,SC9760,Product 73,70,2023-01-29 21:00:00,42.07,54609,UK
C000695,SC9236,Product 5,16,2023-01-29 22:00:00,70.39,96321,Spain
I000696,SC7960,Product 54,19,2023-01-29 23:00:00,91.94,55069,Spain
C000697,SC2175,Product 88,75,2023-01-30 00:00:00,45.55,67525,UK
I000698,SC3026,Product 76,57,2023-01-30 01:00:00,19.76,58579,Germany
I000699,SC3607,Product 91,39,2023-01-30 02:00:00,15.78,33723,UK
C000700,SC4697,Product 74,25,2023-01-30 03:00:00,96.14,53956,Spain
I000701,SC8871,Product 34,12,2023-01-30 04:00:00,25.44,87763,Germany
I000702,SC1828,Product 44,44,2023-01-30 05:00:00,91.47,73239,USA
I000703,SC8386,Product 74,51,2023-01-30 06:00:00,69.67,79016,Germany
C000704,SC6245,Product 29,4,2023-01-30 07:00:00,53.49,85701,USA
C000705,SC3800,Product 88,12,2023-01-30 08:00:00,27.22,72234,UK
I000706,SC5488,Product 83,52,2023-01-30 09:00:00,74.11,31190,UK
I000707,SC2018,Product 84,59,2023-01-30 10:00:00,35.91,27279,France
C000708,SC9017,Product 65,33,2023-01-30 11:00:00,4.6,17203,Canada
I000709,SC6644,Product 84,45,2023-01-30 12:00:00,93.11,76307,USA
I000710,SC1205,Product 81,19,2023-01-30 13:00:00,18.3,66132,USA
C000711,SC9620,Product 72,7,2023-01-30 14:00:00,87.33,15239,Spain
C000712,SC1693,Product 75,2,2023-01-30 15:00:00,3.78,57795,UK
C000713,SC4055,Product 59,94,2023-01-30 16:00:00,45.57,63059,France
C000714,SC2353,Product 31,12,2023-01-30 17:00:00,99.77,16427,Spain
C000715,SC5363,Product 94,5,2023-01-30 18:00:00,65.33,18689,Germany
I000716,SC8244,Product 28,43,2023-01-30 19:00:00,8.98,82192,Germany
C000717,SC6281,Product 98,51,2023-01-30 20:00:00,78.44,86536,Spain
I000718,SC5925,Product 14,60,2023-01-30 21:00:00,97.24,47597,Germany
C000719,SC5590,Product 16,15,2023-01-30 22:00:00,87.81,34279,Canada
I000720,SC3800,Product 58,3,2023-01-30 23:00:00,70.53,15289,USA
I000721,SC8649,Product 54,3,2023-01-31 00:00:00,49.26,11304,UK
C000722,SC3408,Product 26,21,2023-01-31 01:00:00,57.48,21071,Spain
I000723,SC4052,Product 43,4,2023-01-31 02:00:00,21.45,63969,France
C000724,SC4152,Product 94,81,2023-01-31 03:00:00,29.24,35548,Canada
C000725,SC2897,Product 81,86,2023-01-31 04:00:00,16.09,23778,Spain
I000726,SC3096,Product 59,22,2023-01-31 05:00:00,73.83,55992,UK
I000727,SC2963,Product 73,58,2023-01-31 06:00:00,15.56,42438,France
C000728,SC1885,Product 36,45,2023-01-31 07:00:00,23.23,96734,Spain
I000729,SC5311,Product 42,55,2023-01-31 08:00:00,5.64,76639,France
I000730,SC5755,Product 78,75,2023-01-31 09:00:00,55.56,49585,Canada
I000731,SC2721,Product 28,80,2023-01-31 10:00:00,15.35,82277,USA
C000732,SC7465,Product 89,27,2023-01-31 11:00:00,69.72,55079,Germany
I000733,SC4707,Product 51,3,2023-01-31 12:00:00,36.89,20529,USA
C000734,SC1071,Product 1,80,2023-01-31 13:00:00,41.42,47489,Spain
I000735,SC8738,Product 2,2,2023-01-31 14:00:00,30.42,96125,USA
I000736,SC4810,Product 65,84,2023-01-31 15:00:00,94.07,27326,Canada
C000737,SC9983,Product 25,81,2023-01-31 16:00:00,69.74,20612,USA
I000738,SC1695,Product 43,74,2023-01-31 17:00:00,9.41,65924,USA
I000739,SC6844,Product 11,81,2023-01-31 18:00:00,65.49,37554,USA
I000740,SC2506,Product 26,41,2023-01-31 19:00:00,84.9,14736,France
C000741,SC6395,Product 52,23,2023-01-31 20:00:00,1.72,21966,France
C000742,SC3405,Product 74,6,2023-01-31 21:00:00,29.73,45141,Spain
C000743,SC3299,Product 30,19,2023-01-31 22:00:00,52.37,59322,UK
C000744,SC8560,Product 20,14,2023-01-31 23:00:00,38.52,73683,Spain
C000745,SC9217,Product 73,63,2023-02-01 00:00:00,39.39,86746,UK
I000746,SC5908,Product 90,32,2023-02-01 01:00:00,90.79,68549,Canada
C000747,SC7493,Product 9,34,2023-02-01 02:00:00,67.81,97218,Spain
I000748,SC3791,Product 8,40,2023-02-01 03:00:00,2.55,30977,Spain
I000749,SC6872,Product 96,2,2023-02-01 04:00:00,47.17,18206,Spain
I000750,SC8497,Product 87,84,2023-02-01 05:00:00,81.8,34839,Canada
I000751,SC8293,Product 36,99,2023-02-01 06:00:00,23.71,84807,USA
C000752,SC2037,Product 63,46,2023-02-01 07:00:00,54.14,99027,France
I000753,SC3854,Product 1,33,2023-02-01 08:00:00,43.42,12729,Spain
C000754,SC8873,Product 96,8,2023-02-01 09:00:00,16.34,75564,Canada
C000755,SC7055,Product 12,81,2023-02-01 10:00:00,88.16,20979,France
C000756,SC1822,Product 38,34,2023-02-01 11:00:00,63.73,51018,Germany
C000757,SC3929,Product 1,63,2023-02-01 12:00:00,1.06,97121,Germany
C000758,SC4782,Product 49,29,2023-02-01 13:00:00,28.98,59161,France
C000759,SC4697,Product 5,21,2023-02-01 14:00:00,46.93,35873,Canada
C000760,SC4969,Product 76,28,2023-02-01 15:00:00,11.75,42562,UK
I000761,SC4812,Product 62,62,2023-02-01 16:00:00,31.55,52661,Spain
I000762,SC6318,Product 64,7,2023-02-01 17:00:00,87.14,67228,Germany
I000763,SC6216,Product 16,11,2023-02-01 18:00:00,10.89,33896,Germany
C000764,SC7208,Product 72,55,2023-02-01 19:00:00,53.41,52550,USA
C000765,SC6596,Product 73,65,2023-02-01 20:00:00,43.48,59469,USA
I000766,SC6510,Product 89,79,2023-02-01 21:00:00,7.06,72385,France
C000767,SC2082,Product 52,72,2023-02-01 22:00:00,26.97,99769,Canada
I000768,SC9563,Product 24,20,2023-02-01 23:00:00,18.38,25172,USA
C000769,SC9111,Product 17,62,2023-02-02 00:00:00,72.1,53136,Spain
C000770,SC9238,Product 35,98,2023-02-02 01:00:00,42.88,52164,UK
C000771,SC2578,Product 34,6,2023-02-02 02:00:00,71.59,40497,UK
I000772,SC3636,Product 76,7,2023-02-02 03:00:00,56.1,30019,France
C000773,SC8573,Product 89,33,2023-02-02 04:00:00,26.94,94369,Germany
I000774,SC9074,Product 22,44,2023-02-02 05:00:00,5.43,61924,France
I000775,SC2693,Product 73,33,2023-02-02 06:00:00,74.53,97485,USA
C000776,SC6942,Product 10,59,2023-02-02 07:00:00,18.51,59949,UK
C000777,SC3417,Product 16,38,2023-02-02 08:00:00,34.23,90176,Germany
I000778,SC5104,Product 25,26,2023-02-02 09:00:00,60.16,27697,UK
C000779,SC2589,Product 39,46,2023-02-02 10:00:00,37.79,26323,USA
I000780,SC4736,Product 2,67,2023-02-02 11:00:00,86.74,74872,Germany
C000781,SC6936,Product 21,64,2023-02-02 12:00:00,96.26,10796,UK
I000782,SC6463,Product 65,61,2023-02-02 13:00:00,87.65,40690,Germany
C000783,SC8964,Product 61,9,2023-02-02 14:00:00,84.14,20811,Spain
I000784,SC6589,Product 45,80,2023-02-02 15:00:00,29.35,83325,France
C000785,SC7753,Product 6,36,2023-02-02 16:00:00,75.76,36447,Spain
C000786,SC9159,Product 77,54,2023-02-02 17:00:00,48.67,67866,Germany
I000787,SC7598,Product 13,85,2023-02-02 18:00:00,85.69,25737,Germany
I000788,SC2816,Product 56,57,2023-02-02 19:00:00,48.99,14043,Canada
C000789,SC6124,Product 29,47,2023-02-02 20:00:00,76.29,90619,France
I000790,SC4178,Product 82,93,2023-02-02 21:00:00,8.72,42877,UK
C000791,SC6041,Product 31,28,2023-02-02 22:00:00,73.09,86839,USA
I000792,SC3504,Product 80,72,2023-02-02 23:00:00,72.35,83630,Spain
C000793,SC9631,Product 62,89,2023-02-03 00:00:00,60.76,75964,Spain
I000794,SC6875,Product 96,49,2023-02-03 01:00:00,89.42,10283,USA
C000795,SC4440,Product 42,48,2023-02-03 02:00:00,82.18,10528,USA
C000796,SC2156,Product 95,12,2023-02-03 03:00:00,24.56,34170,Canada
C000797,SC1497,Product 13,95,2023-02-03 04:00:00,34.17,41116,UK
C000798,SC1343,Product 69,31,2023-02-03 05:00:00,68.92,98600,Germany
I000799,SC9506,Product 17,33,2023-02-03 06:00:00,35.83,48584,Germany
C000800,SC1470,Product 51,54,2023-02-03 07:00:00,58.81,36430,Germany
I000801,SC9962,Product 57,33,2023-02-03 08:00:00,92.11,20930,Canada
I000802,SC4041,Product 37,79,2023-02-03 09:00:00,31.58,18207,Germany
I000803,SC1756,Product 78,33,2023-02-03 10:00:00,23.54,10428,UK
C000804,SC4387,Product 36,44,2023-02-03 11:00:00,40.22,48164,UK
I000805,SC8702,Product 99,10,2023-02-03 12:00:00,72.23,69466,Canada
I000806,SC8125,Product 80,74,2023-02-03 13:00:00,8.39,56312,USA
C000807,SC7407,Product 96,10,2023-02-03 14:00:00,77.92,56819,UK
C000808,SC6612,Product 66,68,2023-02-03 15:00:00,84.27,98784,France
I000809,SC6470,Product 31,34,2023-02-03 16:00:00,33.76,50608,France
I000810,SC3537,Product 43,52,2023-02-03 17:00:00,68.36,62884,Germany
C000811,SC2158,Product 68,25,2023-02-03 18:00:00,89.63,82829,Canada
I000812,SC4775,Product 68,43,2023-02-03 19:00:00,56.88,41454,Canada
C000813,SC8763,Product 15,87,2023-02-03 20:00:00,87.17,65293,Spain
I000814,SC3899,Product 92,33,2023-02-03 21:00:00,33.68,86349,UK
C000815,SC7854,Product 47,40,2023-02-03 22:00:00,22.2,42557,Germany
C000816,SC2841,Product 89,72,2023-02-03 23:00:00,33.07,13844,France
C000817,SC6890,Product 97,51,2023-02-04 00:00:00,68.99,17276,USA
C000818,SC4386,Product 66,29,2023-02-04 01:00:00,55.54,29902,Spain
C000819,SC8048,Product 36,41,2023-02-04 02:00:00,88.38,39390,USA
I000820,SC5571,Product 43,40,2023-02-04 03:00:00,95.26,25244,USA
C000821,SC1810,Product 38,18,2023-02-04 04:00:00,70.11,84106,Spain
I000822,SC3417,Product 65,22,2023-02-04 05:00:00,50.93,23809,France
C000823,SC8003,Product 66,19,2023-02-04 06:00:00,43.46,59743,UK
I000824,SC5056,Product 54,92,2023-02-04 07:00:00,13.37,43896,Germany
I000825,SC9781,Product 84,66,2023-02-04 08:00:00,18.56,42186,Spain
I000826,SC5392,Product 85,6,2023-02-04 09:00:00,37.76,88681,Canada
I000827,SC6378,Product 52,46,2023-02-04 10:00:00,47.96,30422,France
I000828,SC4024,Product 56,95,2023-02-04 11:00:00,97.97,95594,USA
I000829,SC9580,Product 63,66,2023-02-04 12:00:00,98.93,79192,UK
C000830,SC2917,Product 97,35,2023-02-04 13:00:00,28.23,83407,Spain
I000831,SC1867,Product 85,12,2023-02-04 14:00:00,56.94,93125,France
I000832,SC1177,Product 7,53,2023-02-04 15:00:00,40.2,62426,UK
C000833,SC3621,Product 25,32,2023-02-04 16:00:00,20.11,95200,USA
I000834,SC3180,Product 90,85,2023-02-04 17:00:00,3.64,38274,Spain
I000835,SC1585,Product 12,60,2023-02-04 18:00:00,99.77,21188,Spain
I000836,SC5811,Product 12,43,2023-02-04 19:00:00,27.68,28607,Spain
C000837,SC1133,Product 38,84,2023-02-04 20:00:00,77.47,69328,France
C000838,SC9313,Product 90,3,2023-02-04 21:00:00,77.53,29613,France
C000839,SC2469,Product 95,34,2023-02-04 22:00:00,13.55,19237,Canada
I000840,SC1627,Product 45,40,2023-02-04 23:00:00,67.19,25701,France
C000841,SC9106,Product 69,57,2023-02-05 00:00:00,52.51,60930,Spain
I000842,SC9740,Product 80,70,2023-02-05 01:00:00,48.16,39398,Spain
C000843,SC7232,Product 95,24,2023-02-05 02:00:00,54.42,32226,Germany
C000844,SC4835,Product 23,74,2023-02-05 03:00:00,29.94,46479,Spain
C000845,SC7285,Product 7,52,2023-02-05 04:00:00,82.91,45873,Spain
I000846,SC4041,Product 69,22,2023-02-05 05:00:00,16.21,84832,USA
C000847,SC1165,Product 30,28,2023-02-05 06:00:00,54.78,29161,UK
C000848,SC1540,Product 33,6,2023-02-05 07:00:00,58.58,77877,France
C000849,SC9746,Product 57,54,2023-02-05 08:00:00,45.36,64262,Spain
I000850,SC9661,Product 74,74,2023-02-05 09:00:00,43.32,60159,Canada
I000851,SC2980,Product 54,81,2023-02-05 10:00:00,5.67,24146,Canada
I000852,SC7258,Product 17,84,2023-02-05 11:00:00,87.79,14404,Spain
I000853,SC2047,Product 41,47,2023-02-05 12:00:00,18.49,10903,Spain
C000854,SC1211,Product 9,32,2023-02-05 13:00:00,94.44,83112,Spain
I000855,SC1329,Product 10,11,2023-02-05 14:00:00,56.95,85302,Germany
C000856,SC1772,Product 47,26,2023-02-05 15:00:00,55.11,33347,Germany
I000857,SC3689,Product 17,6,2023-02-05 16:00:00,61.58,38001,Spain
C000858,SC6905,Product 53,26,2023-02-05 17:00:00,61.38,11220,Spain
C000859,SC6489,Product 2,9,2023-02-05 18:00:00,92.59,10216,France
C000860,SC3274,Product 3,36,2023-02-05 19:00:00,40.46,75396,Canada
I000861,SC4422,Product 8,2,2023-02-05 20:00:00,49.85,15301,France
C000862,SC2941,Product 31,46,2023-02-05 21:00:00,54.74,26365,Canada
C000863,SC6852,Product 60,20,2023-02-05 22:00:00,6.22,30773,UK
I000864,SC6450,Product 96,14,2023-02-05 23:00:00,86.17,66264,Canada
I000865,SC3068,Product 70,30,2023-02-06 00:00:00,81.92,21196,Spain
C000866,SC9113,Product 4,1,2023-02-06 01:00:00,82.85,48521,Germany
C000867,SC2190,Product 16,83,2023-02-06 02:00:00,59.98,23946,UK
C000868,SC7138,Product 12,55,2023-02-06 03:00:00,64.09,81995,France
I000869,SC9787,Product 61,40,2023-02-06 04:00:00,14.42,55347,Germany
I000870,SC2755,Product 36,57,2023-02-06 05:00:00,64.18,52559,Canada
I000871,SC1928,Product 86,13,2023-02-06 06:00:00,45.19,98834,UK
C000872,SC4145,Product 74,58,2023-02-06 07:00:00,9.49,90203,Germany
C000873,SC7175,Product 77,25,2023-02-06 08:00:00,69.84,59862,Canada
I000874,SC1776,Product 56,44,2023-02-06 09:00:00,71.09,91688,France
C000875,SC4706,Product 86,98,2023-02-06 10:00:00,88.96,30682,Germany
I000876,SC4400,Product 74,41,2023-02-06 11:00:00,47.77,97551,Canada
C000877,SC4464,Product 23,56,2023-02-06 12:00:00,56.34,66642,Canada
I000878,SC4170,Product 20,60,2023-02-06 13:00:00,17.86,31197,Canada
C000879,SC1912,Product 57,23,2023-02-06 14:00:00,51.98,94873,UK
C000880,SC2828,Product 14,14,2023-02-06 15:00:00,61.03,32155,Canada
I000881,SC8010,Product 81,85,2023-02-06 16:00:00,94.27,71191,Germany
C000882,SC2874,Product 16,98,2023-02-06 17:00:00,86.43,29896,Germany
I000883,SC3630,Product 52,30,2023-02-06 18:00:00,19.35,87304,France
I000884,SC4673,Product 46,73,2023-02-06 19:00:00,49.38,94193,Canada
I000885,SC2363,Product 51,33,2023-02-06 20:00:00,51.56,66039,Spain
I000886,SC9954,Product 24,70,2023-02-06 21:00:00,59.8,98818,USA
C000887,SC1844,Product 48,36,2023-02-06 22:00:00,17.14,69473,UK
C000888,SC7697,Product 96,76,2023-02-06 23:00:00,80.46,73790,Germany
C000889,SC3289,Product 54,36,2023-02-07 00:00:00,40.2,96793,UK
C000890,SC9818,Product 100,70,2023-02-07 01:00:00,48.76,94640,Canada
C000891,SC2358,Product 19,20,2023-02-07 02:00:00,3.69,32576,Spain
I000892,SC5544,Product 86,59,2023-02-07 03:00:00,81.55,72996,Spain
C000893,SC4019,Product 32,58,2023-02-07 04:00:00,77.49,33853,Canada
I000894,SC8755,Product 61,64,2023-02-07 05:00:00,5.11,14080,Germany
I000895,SC7764,Product 23,11,2023-02-07 06:00:00,34.46,35407,UK
I000896,SC7093,Product 72,97,2023-02-07 07:00:00,40.48,44416,France
C000897,SC6769,Product 4,73,2023-02-07 08:00:00,79.45,73753,France
I000898,SC8114,Product 48,45,2023-02-07 09:00:00,78.05,27921,Spain
I000899,SC9720,Product 35,32,2023-02-07 10:00:00,38.85,14009,USA
C000900,SC5262,Product 94,22,2023-02-07 11:00:00,44.43,30950,Spain
C000901,SC4760,Product 47,30,2023-02-07 12:00:00,42.43,88187,Germany
C000902,SC5468,Product 61,46,2023-02-07 13:00:00,86.19,67590,UK
I000903,SC7507,Product 49,82,2023-02-07 14:00:00,74.47,44151,UK
I000904,SC7196,Product 66,13,2023-02-07 15:00:00,4.14,13748,France
C000905,SC1954,Product 55,5,2023-02-07 16:00:00,60.68,77085,Germany
I000906,SC5626,Product 35,62,2023-02-07 17:00:00,18.39,12921,USA
I000907,SC2155,Product 72,25,2023-02-07 18:00:00,41.95,49417,Canada
I000908,SC2749,Product 93,80,2023-02-07 19:00:00,86.64,58417,Spain
C000909,SC3738,Product 8,56,2023-02-07 20:00:00,44.69,22341,Germany
I000910,SC3219,Product 6,58,2023-02-07 21:00:00,81.55,31506,USA
C000911,SC4986,Product 68,44,2023-02-07 22:00:00,5.07,68551,Germany
I000912,SC9271,Product 85,89,2023-02-07 23:00:00,6.56,70673,Canada
I000913,SC3227,Product 79,80,2023-02-08 00:00:00,87.35,16304,UK
C000914,SC2774,Product 92,58,2023-02-08 01:00:00,96.14,52327,Canada
C000915,SC5386,Product 49,60,2023-02-08 02:00:00,96.86,81634,Spain
I000916,SC1912,Product 16,4,2023-02-08 03:00:00,3.96,68881,Germany
C000917,SC4065,Product 90,83,2023-02-08 04:00:00,52.37,55365,France
I000918,SC8801,Product 13,18,2023-02-08 05:00:00,59.44,64003,France
C000919,SC5594,Product 37,38,2023-02-08 06:00:00,10.44,51097,France
C000920,SC6107,Product 9,64,2023-02-08 07:00:00,50.5,37474,USA
C000921,SC5977,Product 85,79,2023-02-08 08:00:00,96.29,14915,Canada
C000922,SC5046,Product 77,47,2023-02-08 09:00:00,83.06,21700,Germany
I000923,SC2454,Product 20,20,2023-02-08 10:00:00,17.77,72754,USA
C000924,SC9105,Product 42,44,2023-02-08 11:00:00,58.44,41985,UK
C000925,SC8922,Product 29,79,2023-02-08 12:00:00,12.58,81524,Germany
C000926,SC2277,Product 53,94,2023-02-08 13:00:00,98.9,38545,UK
C000927,SC8130,Product 89,69,2023-02-08 14:00:00,39.78,31457,Germany
I000928,SC2158,Product 74,79,2023-02-08 15:00:00,95.6,87890,Germany
I000929,SC8773,Product 74,46,2023-02-08 16:00:00,70.52,77248,Spain
C000930,SC4794,Product 65,14,2023-02-08 17:00:00,43.52,57950,France
I000931,SC4286,Product 99,92,2023-02-08 18:00:00,54.58,37182,France
C000932,SC4309,Product 83,79,2023-02-08 19:00:00,34.73,63377,UK
C000933,SC5287,Product 79,94,2023-02-08 20:00:00,13.92,37862,Canada
C000934,SC2415,Product 89,7,2023-02-08 21:00:00,32.6,39331,USA
I000935,SC4396,Product 82,5,2023-02-08 22:00:00,70.07,65067,Canada
I000936,SC7542,Product 2,68,2023-02-08 23:00:00,82.84,57763,USA
I000937,SC2544,Product 66,71,2023-02-09 00:00:00,31.29,20378,USA
C000938,SC4261,Product 28,37,2023-02-09 01:00:00,96.13,79267,Canada
I000939,SC1916,Product 13,42,2023-02-09 02:00:00,10.51,22946,Spain
C000940,SC2178,Product 60,97,2023-02-09 03:00:00,21.96,95669,France
C000941,SC5110,Product 60,22,2023-02-09 04:00:00,45.19,77888,UK
C000942,SC6625,Product 77,7,2023-02-09 05:00:00,80.85,54832,Germany
I000943,SC2270,Product 92,28,2023-02-09 06:00:00,30.12,56352,UK
C000944,SC9961,Product 16,50,2023-02-09 07:00:00,59.1,58492,Canada
C000945,SC7103,Product 17,33,2023-02-09 08:00:00,78.12,31802,France
C000946,SC2512,Product 77,56,2023-02-09 09:00:00,27.57,32324,Spain
C000947,SC5771,Product 56,99,2023-02-09 10:00:00,95.04,64976,UK
C000948,SC7827,Product 23,31,2023-02-09 11:00:00,86.81,24163,France
I000949,SC1242,Product 35,57,2023-02-09 12:00:00,49.74,19470,Canada
I000950,SC5812,Product 64,9,2023-02-09 13:00:00,20.56,35357,Canada
C000951,SC3262,Product 40,46,2023-02-09 14:00:00,74.38,56504,Germany
C000952,SC7187,Product 75,59,2023-02-09 15:00:00,64.06,93890,Germany
C000953,SC4448,Product 7,38,2023-02-09 16:00:00,22.04,77895,USA
I000954,SC3966,Product 50,51,2023-02-09 17:00:00,51.21,83325,France
I000955,SC6775,Product 18,72,2023-02-09 18:00:00,7.23,78196,Germany
I000956,SC6833,Product 13,95,2023-02-09 19:00:00,96.5,81265,UK
C000957,SC3895,Product 98,73,2023-02-09 20:00:00,26.35,19844,Spain
I000958,SC1741,Product 98,50,2023-02-09 21:00:00,37.67,34677,Germany
I000959,SC3903,Product 41,27,2023-02-09 22:00:00,38.16,57639,Spain
C000960,SC7882,Product 38,2,2023-02-09 23:00:00,32.26,59222,Germany
C000961,SC5005,Product 80,62,2023-02-10 00:00:00,70.59,21608,Germany
I000962,SC4737,Product 9,57,2023-02-10 01:00:00,13.79,23243,UK
I000963,SC6016,Product 100,94,2023-02-10 02:00:00,74.75,66705,UK
C000964,SC3098,Product 75,36,2023-02-10 03:00:00,16.55,97549,USA
I000965,SC8514,Product 65,1,2023-02-10 04:00:00,59.1,40444,Spain
C000966,SC6292,Product 91,73,2023-02-10 05:00:00,92.63,46080,Canada
I000967,SC6118,Product 23,12,2023-02-10 06:00:00,84.93,51682,USA
C000968,SC1954,Product 24,97,2023-02-10 07:00:00,46.68,63649,USA
I000969,SC8010,Product 91,57,2023-02-10 08:00:00,91.28,46289,France
C000970,SC2492,Product 39,28,2023-02-10 09:00:00,19.9,66173,Spain
C000971,SC6950,Product 97,10,2023-02-10 10:00:00,10.95,30017,UK
C000972,SC3128,Product 43,4,2023-02-10 11:00:00,72.02,91253,Germany
I000973,SC2979,Product 12,92,2023-02-10 12:00:00,51.98,96244,Germany
I000974,SC3824,Product 77,78,2023-02-10 13:00:00,63.64,48362,USA
C000975,SC3091,Product 84,78,2023-02-10 14:00:00,47.74,73926,UK
C000976,SC5616,Product 76,87,2023-02-10 15:00:00,46.03,73375,Spain
C000977,SC4680,Product 23,20,2023-02-10 16:00:00,96.91,32158,Spain
C000978,SC4020,Product 15,9,2023-02-10 17:00:00,43.85,29162,Spain
I000979,SC6531,Product 84,90,2023-02-10 18:00:00,72.36,99175,Germany
C000980,SC4128,Product 69,87,2023-02-10 19:00:00,42.36,89591,USA
I000981,SC5628,Product 99,63,2023-02-10 20:00:00,47.91,61865,France
C000982,SC2123,Product 2,15,2023-02-10 21:00:00,22.52,50957,Canada
I000983,SC1171,Product 45,71,2023-02-10 22:00:00,31.24,68562,USA
I000984,SC4571,Product 48,80,2023-02-10 23:00:00,19.84,14172,Canada
C000985,SC7116,Product 96,3,2023-02-11 00:00:00,19.8,14734,Spain
I000986,SC5557,Product 8,99,2023-02-11 01:00:00,19.73,38761,France
C000987,SC5577,Product 19,43,2023-02-11 02:00:00,66.18,19748,France
I000988,SC5535,Product 46,25,2023-02-11 03:00:00,78.02,56309,USA
I000989,SC6289,Product 13,91,2023-02-11 04:00:00,60.14,53207,Canada
C000990,SC8737,Product 80,27,2023-02-11 05:00:00,19.58,93005,USA
C000991,SC6771,Product 20,2,2023-02-11 06:00:00,76.36,66737,France
I000992,SC1560,Product 30,46,2023-02-11 07:00:00,91.11,31512,UK
I000993,SC3296,Product 11,10,2023-02-11 08:00:00,52.47,75313,Germany
C000994,SC1268,Product 42,16,2023-02-11 09:00:00,99.51,92827,France
I000995,SC8633,Product 71,47,2023-02-11 10:00:00,29.44,84261,UK
I000996,SC2789,Product 49,60,2023-02-11 11:00:00,98.27,59278,Spain
I000997,SC9677,Product 18,21,2023-02-11 12:00:00,85.39,26696,Spain
C000998,SC4275,Product 86,77,2023-02-11 13:00:00,51.28,16260,UK
I000999,SC7184,Product 99,30,2023-02-11 14:00:00,6.55,38673,France
I001000,SC9817,Product 62,86,2023-02-11 15:00:00,52.98,51975,USA
C001001,SC9265,Product 32,68,2023-02-11 16:00:00,15.96,55516,France
I001002,SC5678,Product 91,31,2023-02-11 17:00:00,65.63,58850,Germany
I001003,SC5130,Product 71,13,2023-02-11 18:00:00,48.5,12596,France
C001004,SC1969,Product 29,75,2023-02-11 19:00:00,41.37,36967,USA
I001005,SC6970,Product 62,54,2023-02-11 20:00:00,29.84,82848,Canada
C001006,SC2413,Product 45,26,2023-02-11 21:00:00,92.5,38361,France
C001007,SC2215,Product 11,76,2023-02-11 22:00:00,49.75,88229,Spain
I001008,SC6314,Product 22,13,2023-02-11 23:00:00,90.32,57340,Canada
I001009,SC5504,Product 4,40,2023-02-12 00:00:00,45.93,34863,Spain
I001010,SC1842,Product 71,9,2023-02-12 01:00:00,1.33,27088,UK
I001011,SC5543,Product 31,40,2023-02-12 02:00:00,91.34,66065,USA
I001012,SC8102,Product 56,50,2023-02-12 03:00:00,47.87,84606,France
I001013,SC7754,Product 69,34,2023-02-12 04:00:00,26.41,89330,UK
I001014,SC3749,Product 5,78,2023-02-12 05:00:00,96.47,17288,Canada
I001015,SC2251,Product 32,26,2023-02-12 06:00:00,78.12,89788,USA
I001016,SC3635,Product 46,32,2023-02-12 07:00:00,97.56,53204,UK
I001017,SC9894,Product 83,32,2023-02-12 08:00:00,95.55,91815,UK
C001018,SC7894,Product 1,93,2023-02-12 09:00:00,18.81,70880,Germany
I001019,SC4869,Product 81,3,2023-02-12 10:00:00,50.11,10363,Germany
C001020,SC6833,Product 72,43,2023-02-12 11:00:00,64.74,67096,Spain
C001021,SC3810,Product 38,42,2023-02-12 12:00:00,21.73,84427,UK
I001022,SC5604,Product 18,28,2023-02-12 13:00:00,49.61,50671,USA
I001023,SC5479,Product 86,21,2023-02-12 14:00:00,11.38,31040,France
I001024,SC4724,Product 5,26,2023-02-12 15:00:00,70.26,93894,Canada
C001025,SC1766,Product 59,59,2023-02-12 16:00:00,1.64,27820,Germany
I001026,SC1711,Product 50,76,2023-02-12 17:00:00,10.24,24856,UK
I001027,SC9217,Product 7,10,2023-02-12 18:00:00,10.74,50633,France
I001028,SC8018,Product 77,33,2023-02-12 19:00:00,37.25,92157,Spain
I001029,SC3931,Product 57,54,2023-02-12 20:00:00,60.02,21544,France
I001030,SC7863,Product 22,33,2023-02-12 21:00:00,48.42,16062,UK
C001031,SC9954,Product 16,49,2023-02-12 22:00:00,64.45,57011,Canada
C001032,SC8921,Product 41,50,2023-02-12 23:00:00,85.63,41807,France
I001033,SC2604,Product 85,85,2023-02-13 00:00:00,26.16,55947,France
I001034,SC5198,Product 80,93,2023-02-13 01:00:00,57.45,12085,France
I001035,SC3483,Product 28,85,2023-02-13 02:00:00,35.12,94322,UK
C001036,SC7665,Product 94,4,2023-02-13 03:00:00,71.55,86813,Spain
C001037,SC9050,Product 46,13,2023-02-13 04:00:00,77.78,19267,Germany
C001038,SC7663,Product 71,85,2023-02-13 05:00:00,32.53,14883,UK
C001039,SC5582,Product 1,59,2023-02-13 06:00:00,71.12,72091,UK
C001040,SC9200,Product 44,41,2023-02-13 07:00:00,68.88,62405,France
I001041,SC9023,Product 63,83,2023-02-13 08:00:00,92.79,53709,USA
C001042,SC4346,Product 85,64,2023-02-13 09:00:00,6.68,51183,Spain
C001043,SC6185,Product 35,93,2023-02-13 10:00:00,22.54,47228,Spain
I001044,SC8600,Product 4,54,2023-02-13 11:00:00,62.6,70086,Spain
I001045,SC1693,Product 3,15,2023-02-13 12:00:00,75.03,79027,Spain
I001046,SC2350,Product 99,72,2023-02-13 13:00:00,25.6,54192,Germany
